"lead_id","created_at","source","campaign_id","triage_category","lead_status","lead_score","company_size","industry","persona","region","preferred_channel","gdpr_consent","email","phone","assigned_engagement_agent","last_active_at"
"L0000316","2025-05-17T17:13:30","LinkedIn","CMP0015","Campaign Qualified","Open","60","1-10","FinTech","CMO","India","Call","False","zmwpfo@example.com","+1-601-252-6469","EN-001","2025-06-06T15:40:18"
"L0000317","2025-07-23T20:16:39","Partner","CMP0028","Campaign Qualified","Open","73","5000+","EdTech","Founder","MEA","SMS","False","nsyxwg@example.com","+1-262-740-1311","EN-014","2025-08-20T19:50:09"
"L0000318","2025-07-01T07:58:06","Google Ads","CMP0009","General Inquiry","Open","53","201-1000","E‑commerce","Sales Lead","LATAM","Call","False","llesml@example.com","+1-719-424-6556","EN-020","2025-08-15T19:34:34"
"L0000319","2025-05-26T11:14:35","Outbound","CMP0024","Cold Lead","Converted","66","5000+","Manufacturing","Sales Lead","EU","Web","True","htrdfp@example.com","+1-303-625-9089","EN-010","2025-06-18T06:10:39"
"L0000320","2025-06-10T16:01:41","Google Ads","CMP0001","Campaign Qualified","New","57","5000+","FinTech","CMO","LATAM","Email","True","icfomz@example.com","+1-563-987-1764","EN-018","2025-07-06T15:19:40"
"L0000321","2025-05-30T08:32:32","Outbound","CMP0028","Cold Lead","Qualified","61","5000+","SaaS","Sales Lead","MEA","Email","True","upwcon@example.com","+1-371-845-2934","EN-007","2025-08-26T19:17:34"
"L0000322","2025-07-10T05:21:26","Website","CMP0010","Cold Lead","Qualified","71","201-1000","E‑commerce","CMO","India","Ads","False","vdfzta@example.com","+1-685-549-5698","EN-017","2025-07-26T20:25:34"
"L0000323","2025-05-17T13:13:06","LinkedIn","CMP0023","Cold Lead","Open","43","5000+","HealthTech","CMO","LATAM","SMS","True","dlxxyn@example.com","+1-898-570-1487","EN-015","2025-06-14T19:41:25"
"L0000324","2025-05-02T22:21:51","Event","CMP0017","General Inquiry","New","100","51-200","Retail","CMO","MEA","Email","False","trqxbq@example.com","+1-930-876-9516","EN-010","2025-07-23T08:28:06"
"L0000325","2025-07-18T01:28:08","Outbound","CMP0023","Cold Lead","New","39","5000+","Manufacturing","Marketing Manager","US","Ads","True","pdkqxq@example.com","+1-833-867-8244","EN-012","2025-08-26T11:19:14"
"L0000326","2025-07-18T13:07:59","Event","CMP0029","Campaign Qualified","New","35","51-200","Retail","Engineer","India","Call","True","nofnii@example.com","+1-850-363-1383","EN-001","2025-08-26T05:14:16"
"L0000327","2025-08-13T20:16:06","Google Ads","CMP0008","Cold Lead","New","83","201-1000","E‑commerce","Engineer","US","Ads","False","qjbqdh@example.com","+1-954-205-8424","EN-011","2025-08-19T13:48:17"
"L0000328","2025-08-21T22:25:25","Google Ads","CMP0029","General Inquiry","Qualified","75","1001-5000","HealthTech","Marketing Manager","APAC","Ads","True","usrsng@example.com","+1-535-728-4154","EN-012","2025-08-27T10:45:03"
"L0000329","2025-05-20T00:39:23","Website","CMP0014","Cold Lead","New","72","1-10","Retail","CMO","MEA","Social","False","crkouw@example.com","+1-798-710-7937","EN-015","2025-08-23T02:04:59"
"L0000330","2025-07-20T22:59:56","Outbound","CMP0005","Cold Lead","Open","72","201-1000","FinTech","Engineer","LATAM","Web","True","slaeox@example.com","+1-321-816-7694","EN-004","2025-07-26T19:49:06"
"L0000331","2025-07-11T18:23:43","Google Ads","CMP0002","Cold Lead","New","59","51-200","Manufacturing","Marketing Manager","APAC","SMS","True","udpbxx@example.com","+1-420-387-9008","EN-001","2025-07-17T16:55:03"
"L0000332","2025-08-15T07:42:31","LinkedIn","CMP0028","Campaign Qualified","Open","42","51-200","Media","Marketing Manager","MEA","SMS","True","vddqtr@example.com","+1-352-945-6328","EN-003","2025-08-25T06:20:03"
"L0000333","2025-07-15T04:38:47","Website","CMP0013","Campaign Qualified","New","61","5000+","Media","Engineer","APAC","Call","True","wsouso@example.com","+1-326-859-2395","EN-007","2025-08-14T05:29:19"
"L0000334","2025-08-14T05:07:51","Google Ads","CMP0002","General Inquiry","Open","46","201-1000","SaaS","Founder","India","Web","True","zhfvvp@example.com","+1-286-746-6249","EN-013","2025-08-28T12:11:09"
"L0000335","2025-05-09T17:38:20","Referral","CMP0030","Campaign Qualified","Open","79","201-1000","SaaS","Procurement","APAC","SMS","False","czohet@example.com","+1-357-514-7672","EN-006","2025-05-21T04:11:48"
"L0000336","2025-07-03T03:57:52","Website","CMP0023","Campaign Qualified","Open","57","51-200","FinTech","Sales Lead","APAC","Ads","False","yxbgpg@example.com","+1-720-970-9264","EN-013","2025-07-14T08:07:24"
"L0000337","2025-06-22T06:58:15","Website","CMP0015","Cold Lead","New","43","1-10","Retail","Engineer","EU","Email","False","opctqd@example.com","+1-781-616-8306","EN-003","2025-08-23T00:29:23"
"L0000338","2025-08-06T04:11:02","Website","CMP0005","Campaign Qualified","Converted","53","11-50","Retail","Procurement","MEA","Email","True","vyqqeb@example.com","+1-693-479-5110","EN-013","2025-08-14T16:53:58"
"L0000339","2025-06-11T07:30:22","Google Ads","CMP0017","Campaign Qualified","New","68","1001-5000","E‑commerce","Marketing Manager","US","SMS","True","ddohlp@example.com","+1-525-898-6613","EN-009","2025-08-23T09:24:36"
"L0000340","2025-07-27T21:49:09","LinkedIn","CMP0022","General Inquiry","New","48","201-1000","Manufacturing","Founder","India","Social","True","xpaaeo@example.com","+1-913-920-9011","EN-013","2025-08-23T00:47:15"
"L0000341","2025-05-16T18:10:50","Event","CMP0021","Cold Lead","Open","43","5000+","Media","Engineer","US","Ads","False","vjetsa@example.com","+1-673-579-4161","EN-015","2025-05-18T13:49:00"
"L0000342","2025-06-13T00:21:41","Event","CMP0025","Campaign Qualified","Converted","64","51-200","HealthTech","Founder","LATAM","Call","False","vfzzam@example.com","+1-920-923-4425","EN-001","2025-07-02T01:16:36"
"L0000343","2025-07-16T21:53:43","Website","CMP0009","Cold Lead","Open","64","1001-5000","HealthTech","Engineer","India","Web","True","robdbg@example.com","+1-783-433-9570","EN-009","2025-07-26T05:25:06"
"L0000344","2025-05-05T11:44:07","Partner","CMP0023","Cold Lead","Qualified","49","5000+","Media","Founder","MEA","Call","True","ybylzh@example.com","+1-896-730-8644","EN-016","2025-07-14T16:18:58"
"L0000345","2025-08-09T10:35:30","Event","CMP0029","Cold Lead","New","50","201-1000","Media","Marketing Manager","US","SMS","True","iwuzfr@example.com","+1-276-455-4225","EN-006","2025-08-17T10:22:44"
"L0000346","2025-06-30T08:27:37","Website","CMP0021","Campaign Qualified","Open","64","1-10","Manufacturing","Marketing Manager","EU","Email","False","gibiuy@example.com","+1-994-814-8184","EN-004","2025-08-12T16:46:42"
"L0000347","2025-08-21T10:01:48","Website","CMP0002","General Inquiry","Open","31","5000+","E‑commerce","CMO","US","SMS","True","hqbroh@example.com","+1-590-611-2570","EN-020","2025-08-26T09:46:25"
"L0000348","2025-06-15T06:22:50","Outbound","CMP0026","Cold Lead","New","31","201-1000","Media","Sales Lead","LATAM","Web","True","iyulif@example.com","+1-305-212-2106","EN-019","2025-07-04T01:32:06"
"L0000349","2025-08-20T07:21:43","Website","CMP0017","Campaign Qualified","Open","45","5000+","Media","CMO","EU","Social","True","bilyti@example.com","+1-754-994-3385","EN-005","2025-08-26T00:07:14"
"L0000350","2025-06-29T22:31:37","Google Ads","CMP0010","Campaign Qualified","New","55","1001-5000","FinTech","Founder","EU","Web","True","wkffxu@example.com","+1-549-393-8794","EN-015","2025-08-27T04:04:27"
"L0000351","2025-07-04T07:14:58","Outbound","CMP0019","General Inquiry","Qualified","66","201-1000","Manufacturing","CMO","US","SMS","True","mxqsmf@example.com","+1-692-952-6431","EN-013","2025-07-24T05:40:16"
"L0000352","2025-07-17T17:35:30","Website","CMP0001","Campaign Qualified","New","89","1-10","E‑commerce","CMO","APAC","SMS","True","qxjzfh@example.com","+1-424-468-3855","EN-011","2025-08-27T21:02:26"
"L0000353","2025-08-16T16:10:49","Website","CMP0007","Campaign Qualified","Unqualified","77","1-10","SaaS","Engineer","EU","SMS","True","ucyhgv@example.com","+1-876-375-9633","EN-020","2025-08-27T04:50:21"
"L0000354","2025-05-13T16:40:52","Website","CMP0029","General Inquiry","Qualified","56","11-50","Retail","Engineer","APAC","Ads","True","lqxtpw@example.com","+1-501-352-6368","EN-008","2025-05-24T00:53:09"
"L0000355","2025-06-24T09:14:10","Outbound","CMP0028","Cold Lead","Open","59","201-1000","HealthTech","Engineer","US","SMS","True","pekwtj@example.com","+1-731-675-3932","EN-011","2025-07-30T16:26:12"
"L0000356","2025-08-11T00:53:38","Google Ads","CMP0023","General Inquiry","Open","39","1001-5000","Retail","Engineer","LATAM","Call","True","fxlgfl@example.com","+1-586-785-3575","EN-012","2025-08-17T05:10:04"
"L0000357","2025-08-15T21:45:29","Website","CMP0025","Campaign Qualified","Open","59","51-200","HealthTech","Procurement","US","SMS","True","qlmkui@example.com","+1-591-225-3942","EN-015","2025-08-21T13:57:03"
"L0000358","2025-06-21T13:54:05","Google Ads","CMP0012","General Inquiry","New","54","1001-5000","E‑commerce","Marketing Manager","EU","Email","True","baffih@example.com","+1-986-899-5496","EN-007","2025-08-19T05:24:09"
"L0000359","2025-05-27T18:29:52","Partner","CMP0025","Cold Lead","Open","66","51-200","SaaS","Marketing Manager","APAC","Ads","False","yvtarz@example.com","+1-352-607-4728","EN-008","2025-08-05T23:59:33"
"L0000360","2025-06-10T18:05:18","Referral","CMP0017","Cold Lead","Open","43","201-1000","Media","Marketing Manager","US","Ads","True","lyklwa@example.com","+1-342-791-3102","EN-010","2025-08-21T09:17:55"
"L0000361","2025-05-02T21:07:02","Referral","CMP0022","Cold Lead","New","70","201-1000","Retail","Engineer","MEA","Call","True","hpoadz@example.com","+1-538-781-7404","EN-013","2025-06-11T12:46:46"
"L0000362","2025-07-15T20:29:47","Website","CMP0013","Campaign Qualified","New","90","1001-5000","Media","Engineer","APAC","Email","True","coarme@example.com","+1-271-595-5650","EN-007","2025-07-27T04:00:25"
"L0000363","2025-06-26T12:39:00","Google Ads","CMP0003","Campaign Qualified","Open","57","1-10","FinTech","Marketing Manager","MEA","SMS","True","zdktkx@example.com","+1-411-333-4369","EN-010","2025-08-07T11:45:02"
"L0000364","2025-08-01T04:38:07","Website","CMP0019","General Inquiry","Open","68","1001-5000","Media","Marketing Manager","EU","Email","True","lvpgio@example.com","+1-702-671-8580","EN-019","2025-08-03T02:10:20"
"L0000365","2025-05-18T16:34:09","LinkedIn","CMP0029","General Inquiry","New","73","5000+","EdTech","Sales Lead","LATAM","Social","False","gxtlxe@example.com","+1-782-297-7447","EN-002","2025-07-04T05:37:48"
"L0000366","2025-05-31T16:01:03","LinkedIn","CMP0021","Cold Lead","Qualified","51","1-10","HealthTech","Sales Lead","MEA","Web","True","zbctil@example.com","+1-458-412-9291","EN-002","2025-07-15T12:56:44"
"L0000367","2025-05-06T04:30:51","Website","CMP0023","Cold Lead","Open","64","51-200","Retail","CMO","MEA","Email","True","gsdrml@example.com","+1-284-761-4969","EN-015","2025-06-02T10:09:12"
"L0000368","2025-07-31T10:01:47","Outbound","CMP0027","Campaign Qualified","Unqualified","60","1001-5000","E‑commerce","CMO","APAC","Email","True","terahl@example.com","+1-382-421-1564","EN-018","2025-08-10T21:52:55"
"L0000369","2025-07-25T20:08:24","Google Ads","CMP0027","Cold Lead","Open","61","5000+","E‑commerce","Sales Lead","India","Ads","False","bautyj@example.com","+1-444-404-2497","EN-001","2025-08-15T07:26:09"
"L0000370","2025-05-06T10:13:45","Partner","CMP0011","Cold Lead","Qualified","44","1-10","HealthTech","Founder","India","Social","True","ekcioe@example.com","+1-412-754-7472","EN-014","2025-05-29T21:12:59"
"L0000371","2025-06-15T03:06:01","Website","CMP0012","Campaign Qualified","New","60","5000+","Manufacturing","Founder","MEA","Social","False","frhqbx@example.com","+1-620-508-9185","EN-004","2025-08-23T07:25:05"
"L0000372","2025-08-13T02:47:13","Event","CMP0030","General Inquiry","New","69","1-10","Manufacturing","Engineer","India","SMS","True","yudetr@example.com","+1-882-693-2106","EN-011","2025-08-13T13:04:05"
"L0000373","2025-08-27T03:58:14","Outbound","CMP0015","Campaign Qualified","Qualified","89","11-50","SaaS","CMO","US","Web","True","ittqbj@example.com","+1-503-406-3484","EN-013","2025-08-27T18:51:12"
"L0000374","2025-05-08T08:39:29","Website","CMP0024","Cold Lead","Converted","79","5000+","Manufacturing","CMO","APAC","Ads","True","ubukvt@example.com","+1-434-950-6427","EN-011","2025-06-24T09:37:12"
"L0000375","2025-06-09T23:10:43","Google Ads","CMP0030","General Inquiry","Converted","100","5000+","HealthTech","Procurement","MEA","Web","False","eqbmyb@example.com","+1-344-409-3057","EN-003","2025-06-26T19:52:21"
"L0000376","2025-08-24T01:51:32","Google Ads","CMP0026","General Inquiry","New","44","1-10","Retail","Engineer","MEA","Ads","True","sgeghl@example.com","+1-850-406-5454","EN-016","2025-08-24T13:30:43"
"L0000377","2025-07-09T19:46:23","LinkedIn","CMP0006","Campaign Qualified","Open","77","1001-5000","Retail","CMO","MEA","Email","False","lcxhno@example.com","+1-379-463-7233","EN-015","2025-08-08T12:26:55"
"L0000378","2025-07-28T01:56:37","LinkedIn","CMP0018","Cold Lead","New","63","11-50","Media","CMO","EU","Social","True","ansmyy@example.com","+1-960-582-7292","EN-016","2025-08-12T00:34:09"
"L0000379","2025-08-23T05:43:07","Website","CMP0029","Campaign Qualified","Converted","100","201-1000","FinTech","CMO","MEA","Ads","True","jsqjbk@example.com","+1-634-953-5043","EN-008","2025-08-26T03:17:32"
"L0000380","2025-05-07T16:49:00","Outbound","CMP0012","Cold Lead","Qualified","43","5000+","FinTech","Marketing Manager","LATAM","SMS","True","dgpred@example.com","+1-294-859-7297","EN-013","2025-05-23T07:16:01"
"L0000381","2025-08-09T16:33:27","Outbound","CMP0029","Campaign Qualified","Unqualified","43","51-200","EdTech","Procurement","LATAM","Call","False","pttywc@example.com","+1-786-995-6642","EN-005","2025-08-16T05:16:25"
"L0000382","2025-06-10T16:27:35","Outbound","CMP0013","Cold Lead","New","48","11-50","Media","Founder","US","Email","True","kkhlee@example.com","+1-337-402-8970","EN-006","2025-07-29T11:38:04"
"L0000383","2025-05-22T09:44:50","Referral","CMP0027","Campaign Qualified","New","17","5000+","FinTech","CMO","APAC","SMS","False","qqwehj@example.com","+1-483-265-6605","EN-001","2025-07-06T23:54:06"
"L0000384","2025-08-01T19:09:43","Referral","CMP0025","Campaign Qualified","New","49","1-10","SaaS","Founder","EU","Web","True","jnzgmt@example.com","+1-818-639-6514","EN-012","2025-08-18T10:52:34"
"L0000385","2025-07-01T05:02:57","Outbound","CMP0012","Cold Lead","Open","44","1-10","Manufacturing","Marketing Manager","US","Email","False","wkvyad@example.com","+1-743-486-5072","EN-012","2025-08-14T02:05:40"
"L0000386","2025-08-01T06:35:23","Google Ads","CMP0022","Campaign Qualified","Converted","63","51-200","SaaS","Engineer","APAC","Email","True","ilpkpc@example.com","+1-638-687-2645","EN-013","2025-08-15T12:57:53"
"L0000387","2025-08-26T21:38:06","Website","CMP0005","General Inquiry","Unqualified","66","5000+","SaaS","CMO","MEA","Email","False","vzzmxy@example.com","+1-693-878-9858","EN-008","2025-08-27T15:21:20"
"L0000388","2025-06-11T02:19:03","Website","CMP0022","Cold Lead","New","97","5000+","SaaS","CMO","APAC","SMS","False","fgmxdd@example.com","+1-747-848-9060","EN-003","2025-08-27T08:03:40"
"L0000389","2025-07-04T14:57:56","Outbound","CMP0030","Cold Lead","Converted","79","1-10","Manufacturing","Sales Lead","India","Call","True","sruzlg@example.com","+1-465-318-5767","EN-003","2025-07-15T10:30:20"
"L0000390","2025-05-18T07:25:11","LinkedIn","CMP0019","General Inquiry","Qualified","48","1-10","Manufacturing","CMO","APAC","SMS","True","tipekl@example.com","+1-989-573-3069","EN-017","2025-06-30T10:40:27"
"L0000391","2025-05-21T16:43:35","LinkedIn","CMP0018","General Inquiry","New","42","51-200","HealthTech","Sales Lead","India","SMS","True","pdrusp@example.com","+1-516-714-3022","EN-009","2025-08-22T13:41:07"
"L0000392","2025-06-11T21:15:30","Referral","CMP0023","General Inquiry","New","69","51-200","FinTech","Engineer","EU","Call","True","sbwemk@example.com","+1-875-363-1353","EN-018","2025-07-19T23:20:59"
"L0000393","2025-07-05T12:26:42","Referral","CMP0016","General Inquiry","Qualified","33","201-1000","E‑commerce","Procurement","India","Ads","False","sfwkdt@example.com","+1-794-255-5981","EN-015","2025-07-21T09:52:50"
"L0000394","2025-08-21T01:44:54","Website","CMP0023","Campaign Qualified","Unqualified","96","11-50","HealthTech","Engineer","EU","Call","True","asorzd@example.com","+1-637-895-3756","EN-002","2025-08-22T05:43:27"
"L0000395","2025-07-09T01:08:27","Partner","CMP0006","General Inquiry","New","83","1001-5000","Manufacturing","Procurement","MEA","Social","True","sgdkhp@example.com","+1-376-868-7150","EN-003","2025-08-23T01:34:44"
"L0000396","2025-07-14T04:43:09","LinkedIn","CMP0021","Campaign Qualified","New","50","1-10","E‑commerce","Founder","MEA","Call","True","xfpzms@example.com","+1-296-807-3967","EN-013","2025-08-06T16:50:35"
"L0000397","2025-07-24T04:59:08","LinkedIn","CMP0005","Campaign Qualified","New","25","1001-5000","FinTech","Sales Lead","India","Email","False","onvmnp@example.com","+1-930-867-3033","EN-007","2025-08-25T04:17:22"
"L0000398","2025-05-23T18:46:44","Website","CMP0020","Cold Lead","New","87","201-1000","Manufacturing","Founder","US","Social","True","feowaz@example.com","+1-718-505-6956","EN-018","2025-06-26T02:30:27"
"L0000399","2025-07-22T03:33:43","Partner","CMP0022","Campaign Qualified","New","57","1001-5000","EdTech","Engineer","LATAM","SMS","True","psnzjn@example.com","+1-414-904-2622","EN-002","2025-08-02T15:48:13"
"L0000400","2025-05-08T03:11:33","Website","CMP0010","General Inquiry","New","84","11-50","HealthTech","Procurement","APAC","Ads","True","skogqe@example.com","+1-667-285-5164","EN-014","2025-06-04T22:45:27"
"L0000401","2025-08-13T01:29:42","Website","CMP0021","Cold Lead","Converted","28","5000+","HealthTech","Engineer","APAC","Web","True","qneviu@example.com","+1-588-226-5055","EN-003","2025-08-19T14:51:15"
"L0000402","2025-05-25T04:46:37","Google Ads","CMP0022","Cold Lead","New","48","5000+","E‑commerce","Marketing Manager","APAC","Ads","True","wfajzj@example.com","+1-307-326-3879","EN-017","2025-08-03T21:54:10"
"L0000403","2025-06-29T12:37:28","Google Ads","CMP0026","Campaign Qualified","Open","60","5000+","EdTech","Procurement","APAC","Web","True","xeykit@example.com","+1-744-764-7597","EN-016","2025-08-26T00:48:25"
"L0000404","2025-05-25T18:31:46","LinkedIn","CMP0022","Cold Lead","New","60","11-50","FinTech","Sales Lead","LATAM","Call","False","bszsgp@example.com","+1-923-668-3999","EN-015","2025-06-29T03:24:45"
"L0000405","2025-07-31T00:08:27","Google Ads","CMP0009","General Inquiry","Open","50","5000+","HealthTech","Marketing Manager","India","Email","False","kiccsy@example.com","+1-369-789-1940","EN-003","2025-08-13T21:10:52"
"L0000406","2025-08-16T14:34:18","Outbound","CMP0026","General Inquiry","Converted","72","201-1000","FinTech","Sales Lead","MEA","Web","True","zxskqx@example.com","+1-963-207-7962","EN-018","2025-08-24T23:35:02"
"L0000407","2025-06-17T10:10:36","Partner","CMP0022","General Inquiry","Unqualified","38","1001-5000","SaaS","Procurement","MEA","Social","True","ytxejd@example.com","+1-561-252-7925","EN-016","2025-07-24T05:31:53"
"L0000408","2025-06-03T02:30:46","LinkedIn","CMP0004","Campaign Qualified","Qualified","57","1001-5000","E‑commerce","Marketing Manager","APAC","SMS","False","gaqkxy@example.com","+1-858-727-1580","EN-015","2025-08-28T18:10:27"
"L0000409","2025-08-03T19:29:11","Website","CMP0001","Cold Lead","New","62","51-200","E‑commerce","Founder","APAC","Call","True","kalfnx@example.com","+1-620-326-8985","EN-001","2025-08-11T08:48:32"
"L0000410","2025-06-18T13:42:44","Website","CMP0013","Campaign Qualified","Open","70","11-50","EdTech","Founder","MEA","Call","False","ejljwf@example.com","+1-394-491-1659","EN-005","2025-07-26T21:04:15"
"L0000411","2025-07-21T18:15:43","Event","CMP0029","Campaign Qualified","Qualified","74","201-1000","EdTech","Founder","MEA","SMS","True","mrdtuk@example.com","+1-943-959-7370","EN-005","2025-07-27T02:06:35"
"L0000412","2025-05-21T22:45:19","Event","CMP0005","Campaign Qualified","Open","37","5000+","HealthTech","Founder","India","Ads","False","ztlhmt@example.com","+1-453-832-3498","EN-017","2025-06-27T05:35:13"
"L0000413","2025-06-18T10:35:58","LinkedIn","CMP0004","General Inquiry","Converted","29","11-50","Retail","CMO","MEA","Call","True","snezpq@example.com","+1-434-323-3167","EN-013","2025-06-22T03:59:58"
"L0000414","2025-06-23T04:17:15","Partner","CMP0030","Campaign Qualified","New","85","11-50","E‑commerce","Founder","MEA","SMS","True","hqgimn@example.com","+1-859-252-5985","EN-004","2025-07-19T07:40:34"
"L0000415","2025-07-10T14:23:15","LinkedIn","CMP0012","Cold Lead","New","66","1-10","FinTech","Founder","US","Email","True","tfmxce@example.com","+1-703-572-6476","EN-010","2025-07-21T10:16:04"
"L0000416","2025-05-19T19:31:37","Google Ads","CMP0022","Cold Lead","Unqualified","45","51-200","Manufacturing","Engineer","APAC","Call","True","njqfjx@example.com","+1-333-844-2971","EN-002","2025-06-25T19:00:42"
"L0000417","2025-06-07T11:06:26","Event","CMP0030","Campaign Qualified","Converted","91","1001-5000","Manufacturing","Marketing Manager","India","SMS","True","nddksx@example.com","+1-977-773-6690","EN-012","2025-07-21T00:08:47"
"L0000418","2025-05-23T19:15:30","Outbound","CMP0003","Campaign Qualified","Open","62","1001-5000","SaaS","CMO","LATAM","Ads","True","zhybze@example.com","+1-607-706-9723","EN-017","2025-06-07T08:42:58"
"L0000419","2025-06-02T03:22:14","Referral","CMP0017","Campaign Qualified","Qualified","83","201-1000","EdTech","CMO","EU","Email","True","opaynn@example.com","+1-937-737-5240","EN-010","2025-08-23T21:46:53"
"L0000420","2025-06-12T18:50:30","LinkedIn","CMP0009","Cold Lead","New","61","1-10","HealthTech","Marketing Manager","US","Call","True","yhdwbz@example.com","+1-415-747-2903","EN-001","2025-08-14T18:17:42"
"L0000421","2025-07-07T11:17:23","Google Ads","CMP0012","Campaign Qualified","Converted","100","1001-5000","EdTech","Engineer","EU","SMS","True","hzqajs@example.com","+1-486-380-5194","EN-001","2025-08-28T15:29:46"
"L0000422","2025-08-22T06:11:39","Website","CMP0024","Cold Lead","Converted","95","51-200","HealthTech","Sales Lead","EU","Ads","False","fqwkls@example.com","+1-644-577-3430","EN-016","2025-08-23T09:29:01"
"L0000423","2025-08-05T07:20:47","Website","CMP0006","Cold Lead","New","55","1001-5000","Media","Engineer","EU","Call","False","aeekpb@example.com","+1-273-636-5018","EN-015","2025-08-27T08:57:13"
"L0000424","2025-07-18T03:48:21","Website","CMP0017","Campaign Qualified","Qualified","79","1-10","E‑commerce","Sales Lead","MEA","Email","True","vtqbgc@example.com","+1-346-842-1221","EN-001","2025-08-25T14:09:26"
"L0000425","2025-05-21T15:34:31","Google Ads","CMP0027","Campaign Qualified","Qualified","72","11-50","FinTech","Sales Lead","LATAM","SMS","True","hmgogo@example.com","+1-221-245-2684","EN-018","2025-07-18T06:28:36"
"L0000426","2025-05-20T21:59:33","Google Ads","CMP0027","Campaign Qualified","New","87","11-50","SaaS","CMO","MEA","SMS","True","jhxrrs@example.com","+1-315-703-3778","EN-004","2025-07-03T12:20:34"
"L0000427","2025-05-20T18:07:31","Partner","CMP0010","Campaign Qualified","Qualified","40","1-10","Manufacturing","Founder","US","Web","True","enprdr@example.com","+1-508-839-5702","EN-012","2025-06-09T22:26:22"
"L0000428","2025-06-22T15:23:10","Outbound","CMP0022","Campaign Qualified","New","73","5000+","E‑commerce","Founder","EU","Call","True","iksumb@example.com","+1-791-637-5562","EN-005","2025-07-01T10:08:34"
"L0000429","2025-07-02T17:32:16","Partner","CMP0006","Cold Lead","Open","81","201-1000","Retail","Sales Lead","India","SMS","True","uiurgk@example.com","+1-709-751-9745","EN-016","2025-08-23T10:17:35"
"L0000430","2025-08-13T02:55:53","Outbound","CMP0013","Campaign Qualified","Qualified","24","1001-5000","HealthTech","Engineer","US","Social","False","azaoyx@example.com","+1-261-557-6912","EN-005","2025-08-20T06:36:18"
"L0000431","2025-07-29T09:33:55","Website","CMP0028","Cold Lead","Converted","36","201-1000","HealthTech","CMO","EU","Email","True","dzsjaz@example.com","+1-580-255-2736","EN-019","2025-08-01T23:30:50"
"L0000432","2025-08-01T14:10:22","Outbound","CMP0028","Campaign Qualified","New","19","11-50","E‑commerce","CMO","US","Email","True","vktmdn@example.com","+1-506-681-7742","EN-011","2025-08-23T03:26:22"
"L0000433","2025-05-03T13:33:37","LinkedIn","CMP0005","Campaign Qualified","Qualified","54","1001-5000","FinTech","Procurement","EU","Email","False","vrwovx@example.com","+1-713-513-4724","EN-014","2025-06-03T00:18:15"
"L0000434","2025-06-22T18:48:30","Partner","CMP0017","Campaign Qualified","Converted","74","5000+","HealthTech","Sales Lead","LATAM","Email","True","kvzpcs@example.com","+1-688-520-7637","EN-013","2025-07-08T18:52:36"
"L0000435","2025-05-11T14:47:18","Outbound","CMP0021","Campaign Qualified","New","90","1-10","E‑commerce","Marketing Manager","LATAM","Ads","True","gecfax@example.com","+1-392-764-4305","EN-002","2025-06-27T06:49:52"
"L0000436","2025-06-22T06:24:49","Website","CMP0019","Cold Lead","Open","61","201-1000","SaaS","Founder","APAC","Email","False","ajhkft@example.com","+1-943-564-3122","EN-004","2025-07-24T10:26:27"
"L0000437","2025-07-19T02:05:34","Outbound","CMP0017","Campaign Qualified","Unqualified","92","11-50","SaaS","Procurement","MEA","SMS","True","waercq@example.com","+1-935-437-4533","EN-005","2025-08-25T09:50:22"
"L0000438","2025-06-01T06:32:00","Partner","CMP0017","Cold Lead","Qualified","32","5000+","Manufacturing","Sales Lead","EU","Ads","False","jwlxuk@example.com","+1-413-825-2228","EN-005","2025-07-26T07:30:29"
"L0000439","2025-08-05T14:37:27","Website","CMP0001","Campaign Qualified","Unqualified","25","1001-5000","E‑commerce","Sales Lead","US","SMS","False","ehbojb@example.com","+1-927-990-8548","EN-009","2025-08-17T02:19:07"
"L0000440","2025-06-19T17:10:08","Event","CMP0015","Cold Lead","New","58","1-10","Media","Founder","APAC","Ads","False","kqrlnq@example.com","+1-521-582-2367","EN-014","2025-08-07T20:06:00"
"L0000441","2025-07-27T09:34:55","LinkedIn","CMP0029","General Inquiry","New","67","5000+","SaaS","Engineer","EU","Call","True","awhekb@example.com","+1-597-673-2531","EN-012","2025-08-19T00:22:07"
"L0000442","2025-07-30T23:18:56","Google Ads","CMP0029","Cold Lead","New","59","11-50","E‑commerce","Sales Lead","MEA","Social","False","iizmsm@example.com","+1-485-665-1627","EN-018","2025-08-07T12:46:01"
"L0000443","2025-07-31T06:12:27","Website","CMP0007","Campaign Qualified","New","18","1001-5000","Retail","Founder","APAC","SMS","False","ffatkg@example.com","+1-380-285-3322","EN-003","2025-08-13T13:19:49"
"L0000444","2025-07-18T15:45:21","Website","CMP0028","Cold Lead","Unqualified","58","1001-5000","HealthTech","Engineer","APAC","Social","True","cxitej@example.com","+1-629-693-8790","EN-018","2025-08-21T02:18:05"
"L0000445","2025-06-01T04:51:56","Partner","CMP0014","Campaign Qualified","Qualified","33","201-1000","SaaS","Procurement","LATAM","Social","True","spdrvt@example.com","+1-954-950-6185","EN-001","2025-06-15T19:34:14"
"L0000446","2025-07-29T01:30:22","Outbound","CMP0016","General Inquiry","New","73","5000+","Retail","Marketing Manager","LATAM","Call","True","zywqqp@example.com","+1-237-423-4074","EN-014","2025-08-24T13:44:33"
